TEC ID,TEC Expiry,Contract Description,Unit ID,Action Notice No.,Loadout Date,Loadout Location,Backload Date,Backload Sheet No.,Description,Size,SWL,Remarks,Status,Cert Validity,Days Offshore,Category,Type,TEC Group,Cert 1 Type,Cert 1 ID,Cert 1 Inspection Date,Cert 1 Expiry Date,Cert 2 Type,Cert 2 ID,Cert 2 Inspection Date,Cert 2 Expiry Date,Cert 3 Type,Cert 3 ID,Cert 3 Inspection Date,Cert 3 Expiry Date
EOG-01771,45226,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-30,GUA-02/03/23,21-May-23,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01772,45226,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-31,GUA-02/03/23,21-May-23,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01773,45226,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-32,GUA-02/03/23,21-May-23,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01774,45226,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-33,GUA-02/03/23,21-May-23,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-03170,45567,N01.008 - Webbing Sling,EOG WB 1T GL 84078,GUA-04/09/23,13-Oct-23,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03171,45567,N01.008 - Webbing Sling,EOG WB 1T GL 84079,GUA-04/09/23,13-Oct-23,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03172,45567,N01.008 - Webbing Sling,EOG WB 1T GL 84080,GUA-04/09/23,13-Oct-23,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03173,45567,N01.008 - Webbing Sling,EOG WB 1T GL 84081,GUA-04/09/23,13-Oct-23,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03174,45567,N01.008 - Webbing Sling,EOG WB 1T GL 84082,GUA-04/09/23,13-Oct-23,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-01805,45291,N01.023 - Pneumatic Grinder,,,31-May-23,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01806,45291,N01.023 - Pneumatic Grinder,,,31-May-23,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01807,45291,N01.023 - Pneumatic Grinder,,,31-May-23,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01808,45291,B03.009 - Digital Voltmeter,42890018,,31-May-23,GuA,,,DIGITAL VOLTMETER - FLUKE 789 ,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01809,45437,B07.025 - Clamp-On Meter,1071899,,31-May-23,GuA,,,CLAMP ON METER,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01818,45314,B01.002 - Pneumatic Drill,EOG-2023-11-PDR-199,GUDP-002/07/2023,27-Jul-23,GuDP,,,PNEUMATIC DRILL,,,,,Non-Expiring,369,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01819,45496,B05.012 - Chain Blocks – 3 MT,EOG CHB TS 821252,GUA 01/03/24,21-Mar-24,GuA,,,CHAIN BLOCK - 3 TON,,3 TON,,,Expired,131,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03088,45559,N01.008 - Webbing Sling,EOG WB 1T GL 83866,TUA-008/08/23,08-Oct-23,TuA,,,WEBBING SLING 1T X 1M,,,,,< 12 weeks,296,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-01880,45481,B02.002 - Electrode Oven – 250 kg,EOG-OVT-31/18,GUB-01/06/23,14-Jul-23,GuB,,,ELECTRODE OVEN,,,,,Non-Expiring,382,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01881,45473,B01.025 - Cold Cutting Pipe Saw,EOG-ASD-07/19,,23-Apr-24,GuE,,,COLD CUTTING PIPE SAW (ASADA),,,,,Non-Expiring,98,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01900,45496,B05.012 - Chain Blocks – 3 MT,EOG CHB 76250613,GUB 01/03/24,04-Apr-24,GuB,,,CHAIN BLOCK - 3 TON,,,,,Expired,117,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01912,45496,B05.012 - Chain Blocks – 3 MT,EOG CHB 103844,GUA 01/03/24,21-Mar-24,GuA,,,CHAIN BLOCK - 3 TON,,,,,Expired,131,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01920,45260,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-152,,31-May-23,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01921,45473,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-120,GUA 05/01/24,12-Feb-24,GuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,169,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01935,45307,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-81,,20-Jul-23,GuA,,,"PNEUMATIC IMPACT WRENCH - 1"" SHORT DRIVE","1"" DRIVE",,,,Non-Expiring,376,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01938,,B07.025 - Clamp-On Meter,,GUB-01/07/23,14-Jul-23,GuB,,,DIGITAL CLAMP METER,,,,,Non-Expiring,382,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01941,45312,B01.026 - Pneumatic Jig Saw,EOG-2021-11-PJS-212,,25-Jul-23,GuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,371,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01956,45473,B01.002 - Pneumatic Drill,EOG-2023-11-PDR-198,TUA 001/02/24,18-Feb-24,TuA,,,PNEUMATIC DRILL,,,,,Non-Expiring,163,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01982,45314,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-244,GUDP-002/07/2023,27-Jul-23,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01983,45314,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-245,GUDP-002/07/2023,27-Jul-23,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01984,45314,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-246,GUDP-002/07/2023,27-Jul-23,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01985,45314,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-247,GUDP-002/07/2023,27-Jul-23,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01986,45473,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-248,TUA 001/02/24,18-Feb-24,TuA,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01987,45314,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-249,GUDP-002/07/2023,27-Jul-23,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-01989,45310,B01.026 - Pneumatic Jig Saw,EOG-PJS-125/19,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01990,45310,B01.026 - Pneumatic Jig Saw,EOG-PJS-110/19,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01991,45310,B01.026 - Pneumatic Jig Saw,EOG-PJS-132/19,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01992,45310,B01.026 - Pneumatic Jig Saw,EOG-PJS-173,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01993,45310,B01.026 - Pneumatic Jig Saw,EMESB-AST-19,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01994,45310,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-241,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01995,45310,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-250,GUDP-002/07/2023,23-Jul-23,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01997,45473,B01.025 - Cold Cutting Pipe Saw,EOG-ASD-05/19,,23-Apr-24,GuE,,,COLD CUTTING PIPE SAW (ASADA),,,,,Non-Expiring,98,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02004,45305,B01.002 - Pneumatic Drill,EOG-2023-11-CDR-11,GUDC-005/06/23,18-Jul-23,GuC,,,PNEUMATIC DRILL (MILWAUKEE),,,,,Non-Expiring,378,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02679,45540,N01.007 - Wire Single Sling,1EOG 090719/09,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 6MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02680,45540,N01.007 - Wire Single Sling,1EOG 090719/17,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 6MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02440,45540,N01.007 - Wire Single Sling,EOG WR 19MM TS947711,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 3MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02031,45314,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-178,GUDP-002/07/2023,27-Jul-23,GuDP,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,369,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02473,45540,N01.007 - Wire Single Sling,EOG WR 19MM TS947713,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 3MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02474,45540,N01.007 - Wire Single Sling,EOG WR 19MM TS947714,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 3MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02430,45540,N01.007 - Wire Single Sling,TS 615713,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 2MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02431,45540,N01.007 - Wire Single Sling,TS 615715,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 2MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02435,45540,N01.007 - Wire Single Sling,TS 615712,TUA-02/08/23,15-Sep-23,TuA,,,SINGLE WIRE SLING 19MM X 2MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-02098,45778,B01.011 - Beam Clamp - 3 Ton,EOG BC 1404335,GUDC 001/04/24,26-May-24,GuDC,,,BEAM CLAMP - 3 TON,,,,,Valid,65,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02127,45507,B03.003 - 275 – 475 Hart Communicator,RV-012 (SN:11144543),,09-Aug-23,GUA,,,275 TO 475 HART COMMUNICATOR,,,,,Non-Expiring,356,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02144,45385,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),27294,,15-Sep-23,TuA,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02145,45385,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),28164,,15-Sep-23,TuA,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02146,45528,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),550473,,15-Sep-23,GuE,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02147,45546,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),550860,,15-Sep-23,GuE,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02149,45473,N01.023 - Pneumatic Grinder,EOG-2022-11-PGR-147,GUA 05/01/24,12-Feb-24,GuA,,,PNEUMATIC GRINDER,,,,,Non-Expiring,169,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02151,45290,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-109,GUA-06/08/23,12-Sep-23,GuA,,,PNEUMATIC GRINDER,,,,,Non-Expiring,322,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02152,45290,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-180,TUB-001/08/23,15-Sep-23,TuB,,,PNEUMATIC GRINDER,,,,,Non-Expiring,319,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02154,45290,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-PIW-106,TUA-007/08/23,15-Sep-23,TuA,,,PNEUMATIC IMPACT WRENCH,,,,,Non-Expiring,319,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02155,45473,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-PIW-107,TUA 001/02/24,18-Feb-24,TuA,,,PNEUMATIC IMPACT WRENCH,,,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02157,45473,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-PIW-109,TUA 001/02/24,18-Feb-24,TuA,,,PNEUMATIC IMPACT WRENCH,,,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02158,45199,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-49,PAA-001/08/23,15-Sep-23,PaA,,,PNEUMATIC NEEDLE SCALER,,,,,Non-Expiring,319,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02159,45199,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-50,PAA-001/08/23,15-Sep-23,PaA,,,PNEUMATIC NEEDLE SCALER,,,,,Non-Expiring,319,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01341,45764,N01.017 - Oxygen Gas C/W Cylinder,4224,TUA 002/04/24,07-May-24,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-01344,45653,N01.017 - Oxygen Gas C/W Cylinder,4491,GUA 03/12/23,12-Feb-24,GuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,169,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-01346,45764,N01.017 - Oxygen Gas C/W Cylinder,4553,TUA 002/04/24,07-May-24,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-01349,45764,N01.017 - Oxygen Gas C/W Cylinder,4462,TUA 002/04/24,07-May-24,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-01350,45653,N01.017 - Oxygen Gas C/W Cylinder,4104,GUA 03/12/23,12-Feb-24,GuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,169,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-02252,45310,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23-Jul-23,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02253,45310,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23-Jul-23,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02254,45310,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23-Jul-23,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02255,45310,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23-Jul-23,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02256,45310,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-99,TUB-001/06/23,23-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02257,45473,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-91,GUA 04/12/23,12-Feb-24,GuA,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,169,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02258,45310,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-92,TUB-001/06/23,23-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02259,45310,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-17/19,TUB-001/06/23,23-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02260,45310,B01.026 - Pneumatic Jig Saw,,TUA-002/06/23,23-Jul-23,TuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02261,45310,B01.026 - Pneumatic Jig Saw,,TUA-002/06/23,23-Jul-23,TuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02262,45310,B01.026 - Pneumatic Jig Saw,,TUA-002/06/23,23-Jul-23,TuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02263,45310,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-43,TUA-002/06/23,23-Jul-23,TuA,,,PNEUMATIC DESCALING GUN,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02264,45310,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-44,TUA-002/06/23,23-Jul-23,TuA,,,PNEUMATIC DESCALING GUN,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02265,45310,B06.001 - Explosion Proof Floodlights Set,,TUA-002/06/23,23-Jul-23,TuA,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02266,45310,B06.001 - Explosion Proof Floodlights Set,,TUA-002/06/23,23-Jul-23,TuA,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02267,45310,B06.001 - Explosion Proof Floodlights Set,,TUA-002/06/23,23-Jul-23,TuA,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02268,45310,B06.001 - Explosion Proof Floodlights Set,,TUA-002/06/23,23-Jul-23,TuA,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02269,45310,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-233,GUE 001/05/24,08-Jun-24,GuE,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,52,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02270,45310,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-234,TUA-001/07/23,23-Jul-23,TuA,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02271,45473,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-235,GUDP 001/02/24,25-Feb-24,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,156,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02273,45473,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-172,TEA 03/04/24,03-May-24,TeA,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,88,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02275,45310,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-170,TUA-002/06/23,23-Jul-23,TuA,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,373,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02276,45310,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-164,TUA-002/06/23,23-Jul-23,TuA,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,373,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02277,45310,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-169,TUA-002/06/23,23-Jul-23,TuA,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,373,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02278,45305,B06.001 - Explosion Proof Floodlights Set,EOG-2023-11-PS-162,TUB-001/06/23,18-Jul-23,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,378,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02279,45305,B06.001 - Explosion Proof Floodlights Set,EOG-2023-11-PS-163,TUB-001/06/23,18-Jul-23,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,378,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02280,45305,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-36,TUB-001/06/23,18-Jul-23,TuB,,,PNEUMATIC DESCALING GUN,,,,,Non-Expiring,378,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-02281,45305,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-229,TUB-001/07/23,18-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,378,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02282,45305,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-230,TUB-001/07/23,18-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,378,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02283,45305,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-231,TUB-001/07/23,18-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,378,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02284,45305,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-232,TUB-001/07/23,18-Jul-23,TuB,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE",,,,,Non-Expiring,378,Chargeable,Non-Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-02285,45305,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-161,TUB-001/06/23,18-Jul-23,TuB,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,378,Non-Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-01358,45823,N01.017 - Oxygen Gas C/W Cylinder,4054,,31-May-23,GuE,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,426,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-01359,45823,N01.017 - Oxygen Gas C/W Cylinder,4090,,31-May-23,GuE,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,426,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-01369,45764,N01.017 - Oxygen Gas C/W Cylinder,4531,TUA 002/04/24,07-May-24,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03006,45528,N01.017 - Oxygen Gas C/W Cylinder,4607,GUC-02/08/23,19-Sep-23,GuC,,,OXYGEN GAS CYLINDER,N/A,N/A,,,< 4 weeks,315,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
