EOG-01481,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,1-1/4'',N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01482,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,2'',N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01483,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,22 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01484,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,27 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01485,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,32 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01486,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,36 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01487,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,41 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01488,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,46 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01489,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,50 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01490,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,60 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01491,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,TuA,,,HAMMER WRENCH/RING SLOGGING WRENCH,65 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-03094,24/9/2024,N01.008 - Webbing Sling,EOG WB 2T GL 83872,TUA-008/08/23,8/10/2023,TuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,296,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03142,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84058,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03143,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84059,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03144,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84060,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03145,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84061,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03146,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84062,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03147,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84063,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03148,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84064,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-01515,9/1/2025,B01.012 - Beam Clamp - 5 Ton,EOG BC TL 18090874,GUDP 006/12/23,22/1/2024,GuDP,,,BEAM CLAMP - 5 TON,N/A,5 TON,,,Valid,190,Chargeable,Expiring,Rigging Equipment
EOG-01521,9/1/2025,B01.012 - Beam Clamp - 5 Ton,EOG BC 5T 19030073,GUDP 006/12/23,22/1/2024,GuDP,,,BEAM CLAMP - 5 TON,N/A,5 TON,,,Valid,190,Chargeable,Expiring,Rigging Equipment
EOG-01545,9/1/2025,B05.013 - Chain Blocks – 5 MT,EOG CHB 18083567,GUDP 006/12/23,22/1/2024,GuDP,,,CHAIN BLOCK 5T,N/A,5 TON,,,Valid,190,Chargeable,Expiring,Rigging Equipment
EOG-03149,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84065,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03150,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84066,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03151,2/10/2024,N01.008 - Webbing Sling,EOG WB 2T GL 84067,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 2T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-01643,17/3/2025,N01.014 - Acetylene Gas C/W Cylinder,AGSB 7503,GUA 05/03/24,15/4/2024,GuA,,,ACETYLENE GAS CYLINDER,N/A,N/A,,,Valid,106,Non-Chargeable,Expiring,Pressure Equipment
EOG-01666,25/2/2025,B05.012 - Chain Blocks – 3 MT,EOG CHB 1808550597,GUDC 001/02/24,1/3/2024,TuA,,,CHAIN BLOCK - 3 TON,N/A,3 TON,,,Valid,151,Chargeable,Expiring,Rigging Equipment
EOG-03167,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84085,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 3M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03168,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84086,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 3M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03169,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84087,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 3M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-01749,9/1/2025,B05.012 - Chain Blocks – 3 MT,EOG CHB 103828,GUDP 006/12/23,22/1/2024,GuDP,,,CHAIN BLOCK - 3 TON,N/A,3 TON,,,Valid,190,Chargeable,Expiring,Rigging Equipment
EOG-01754,17/3/2025,B05.017 - Comealong Honko Level – 1 ½ MT,EOG LB 21052755,GUA 01/03/24,21/3/2024,GuA,,,COMEALONG - 1.5 TON,N/A,1.5T,,,Valid,131,Chargeable,Expiring,Rigging Equipment
EOG-01763,30/6/2024,B05.030 - Pneumatic Impact Wrench,EOG-IW-162/20,GUA 05/01/24,12/2/2024,GuA,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,169,Chargeable,Non-Expiring,Rigging Equipment
EOG-01771,27/10/2023,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-30,GUA-02/03/23,21/5/2023,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,
EOG-01772,27/10/2023,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-31,GUA-02/03/23,21/5/2023,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,
EOG-01773,27/10/2023,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-32,GUA-02/03/23,21/5/2023,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,
EOG-01774,27/10/2023,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-33,GUA-02/03/23,21/5/2023,GuA,,,PNEUMATIC DESCALING GUN,N/A,N/A,,,Non-Expiring,436,Chargeable,Non-Expiring,
EOG-03170,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84078,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03171,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84079,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03172,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84080,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03173,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84081,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-03174,2/10/2024,N01.008 - Webbing Sling,EOG WB 1T GL 84082,GUA-04/09/23,13/10/2023,GuA,,,WEBBING SLING 1T X 2M,,,,,< 12 weeks,291,Non-Chargeable,Expiring,Lifting & Positioning
EOG-01805,31/12/2023,N01.023 - Pneumatic Grinder,,,31/5/2023,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01806,31/12/2023,N01.023 - Pneumatic Grinder,,,31/5/2023,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01807,31/12/2023,N01.023 - Pneumatic Grinder,,,31/5/2023,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01808,31/12/2023,B03.009 - Digital Voltmeter,42890018,,31/5/2023,GuA,,,DIGITAL VOLTMETER - FLUKE 789 ,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-01809,25/5/2024,B07.025 - Clamp-On Meter,1071899,,31/5/2023,GuA,,,CLAMP ON METER,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-01818,23/1/2024,B01.002 - Pneumatic Drill,EOG-2023-11-PDR-199,GUDP-002/07/2023,27/7/2023,GuDP,,,PNEUMATIC DRILL,,,,,Non-Expiring,369,Chargeable,Non-Expiring,
EOG-01819,23/7/2024,B05.012 - Chain Blocks – 3 MT,EOG CHB TS 821252,GUA 01/03/24,21/3/2024,GuA,,,CHAIN BLOCK - 3 TON,,3 TON,,,Expired,131,Chargeable,Expiring,Rigging Equipment
EOG-03088,24/9/2024,N01.008 - Webbing Sling,EOG WB 1T GL 83866,TUA-008/08/23,8/10/2023,TuA,,,WEBBING SLING 1T X 1M,,,,,< 12 weeks,296,Non-Chargeable,Expiring,Lifting & Positioning
EOG-01880,8/7/2024,B02.002 - Electrode Oven – 250 kg,EOG-OVT-31/18,GUB-01/06/23,14/7/2023,GuB,,,ELECTRODE OVEN,,,,,Non-Expiring,382,Chargeable,Non-Expiring,
EOG-01881,30/6/2024,B01.025 - Cold Cutting Pipe Saw,EOG-ASD-07/19,,23/4/2024,GuE,,,COLD CUTTING PIPE SAW (ASADA),,,,,Non-Expiring,98,Chargeable,Non-Expiring,
EOG-01900,23/7/2024,B05.012 - Chain Blocks – 3 MT,EOG CHB 76250613,GUB 01/03/24,4/4/2024,GuB,,,CHAIN BLOCK - 3 TON,,,,,Expired,117,Chargeable,Expiring,Rigging Equipment
EOG-01912,23/7/2024,B05.012 - Chain Blocks – 3 MT,EOG CHB 103844,GUA 01/03/24,21/3/2024,GuA,,,CHAIN BLOCK - 3 TON,,,,,Expired,131,Chargeable,Expiring,Rigging Equipment
EOG-01920,30/11/2023,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-152,,31/5/2023,TuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-01921,30/6/2024,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-120,GUA 05/01/24,12/2/2024,GuA,,,PNEUMATIC GRINDER,N/A,N/A,,,Non-Expiring,169,Non-Chargeable,Non-Expiring,
EOG-01935,16/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-81,,20/7/2023,GuA,,,"PNEUMATIC IMPACT WRENCH - 1"" SHORT DRIVE","1"" DRIVE",,,,Non-Expiring,376,Chargeable,Non-Expiring,Rigging Equipment
EOG-01938,,B07.025 - Clamp-On Meter,,GUB-01/07/23,14/7/2023,GuB,,,DIGITAL CLAMP METER,,,,,Non-Expiring,382,Chargeable,Non-Expiring,
EOG-01941,21/1/2024,B01.026 - Pneumatic Jig Saw,EOG-2021-11-PJS-212,,25/7/2023,GuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,371,Chargeable,Non-Expiring,
EOG-01956,30/6/2024,B01.002 - Pneumatic Drill,EOG-2023-11-PDR-198,TUA 001/02/24,18/2/2024,TuA,,,PNEUMATIC DRILL,,,,,Non-Expiring,163,Chargeable,Non-Expiring,
EOG-01982,23/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-244,GUDP-002/07/2023,27/7/2023,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment
EOG-01983,23/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-245,GUDP-002/07/2023,27/7/2023,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment
EOG-01984,23/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-246,GUDP-002/07/2023,27/7/2023,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment
EOG-01985,23/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-247,GUDP-002/07/2023,27/7/2023,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment
EOG-01986,30/6/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-248,TUA 001/02/24,18/2/2024,TuA,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment
EOG-01987,23/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-249,GUDP-002/07/2023,27/7/2023,GuDP,,,"PNEUMATIC IMPACT WRENCH 3/4"" DRIVE","3/4"" DRIVE",,,,Non-Expiring,369,Chargeable,Non-Expiring,Rigging Equipment
EOG-01989,19/1/2024,B01.026 - Pneumatic Jig Saw,EOG-PJS-125/19,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01990,19/1/2024,B01.026 - Pneumatic Jig Saw,EOG-PJS-110/19,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01991,19/1/2024,B01.026 - Pneumatic Jig Saw,EOG-PJS-132/19,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01992,19/1/2024,B01.026 - Pneumatic Jig Saw,EOG-PJS-173,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01993,19/1/2024,B01.026 - Pneumatic Jig Saw,EMESB-AST-19,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01994,19/1/2024,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-241,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01995,19/1/2024,B01.026 - Pneumatic Jig Saw,EOG-2022-11-PJS-250,GUDP-002/07/2023,23/7/2023,GuC,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-01997,30/6/2024,B01.025 - Cold Cutting Pipe Saw,EOG-ASD-05/19,,23/4/2024,GuE,,,COLD CUTTING PIPE SAW (ASADA),,,,,Non-Expiring,98,Chargeable,Non-Expiring,
EOG-02004,14/1/2024,B01.002 - Pneumatic Drill,EOG-2023-11-CDR-11,GUDC-005/06/23,18/7/2023,GuC,,,PNEUMATIC DRILL (MILWAUKEE),,,,,Non-Expiring,378,Chargeable,Non-Expiring,
EOG-02679,5/9/2024,N01.007 - Wire Single Sling,1EOG 090719/09,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 6MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02680,5/9/2024,N01.007 - Wire Single Sling,1EOG 090719/17,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 6MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02440,5/9/2024,N01.007 - Wire Single Sling,EOG WR 19MM TS947711,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 3MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02031,23/1/2024,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-178,GUDP-002/07/2023,27/7/2023,GuDP,,,"PNEUMATIC 4"" GRINDER",,,,,Non-Expiring,369,Non-Chargeable,Non-Expiring,
EOG-02473,5/9/2024,N01.007 - Wire Single Sling,EOG WR 19MM TS947713,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 3MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02474,5/9/2024,N01.007 - Wire Single Sling,EOG WR 19MM TS947714,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 3MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02430,5/9/2024,N01.007 - Wire Single Sling,TS 615713,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 2MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02431,5/9/2024,N01.007 - Wire Single Sling,TS 615715,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 2MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02435,5/9/2024,N01.007 - Wire Single Sling,TS 615712,TUA-02/08/23,15/9/2023,TuA,,,SINGLE WIRE SLING 19MM X 2MTR,,,,,< 8 weeks,319,Non-Chargeable,Expiring,Lifting & Positioning
EOG-02098,1/5/2025,B01.011 - Beam Clamp - 3 Ton,EOG BC 1404335,GUDC 001/04/24,26/5/2024,GuDC,,,BEAM CLAMP - 3 TON,,,,,Valid,65,Chargeable,Expiring,Rigging Equipment
EOG-02127,3/8/2024,B03.003 - 275 – 475 Hart Communicator,RV-012 (SN:11144543),,9/8/2023,GUA,,,275 TO 475 HART COMMUNICATOR,,,,,Non-Expiring,356,Chargeable,Non-Expiring,
EOG-02144,3/4/2024,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),27294,,15/9/2023,TuA,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,
EOG-02145,3/4/2024,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),28164,,15/9/2023,TuA,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,
EOG-02146,24/8/2024,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),550473,,15/9/2023,GuE,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,
EOG-02147,11/9/2024,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),550860,,15/9/2023,GuE,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,319,Chargeable,Non-Expiring,
EOG-02149,30/6/2024,N01.023 - Pneumatic Grinder,EOG-2022-11-PGR-147,GUA 05/01/24,12/2/2024,GuA,,,PNEUMATIC GRINDER,,,,,Non-Expiring,169,Non-Chargeable,Non-Expiring,
EOG-02151,30/12/2023,N01.023 - Pneumatic Grinder,EOG-2021-11-PGR-109,GUA-06/08/23,12/9/2023,GuA,,,PNEUMATIC GRINDER,,,,,Non-Expiring,322,Non-Chargeable,Non-Expiring,
EOG-02152,30/12/2023,N01.023 - Pneumatic Grinder,EOG-2023-11-PGR-180,TUB-001/08/23,15/9/2023,TuB,,,PNEUMATIC GRINDER,,,,,Non-Expiring,319,Non-Chargeable,Non-Expiring,
EOG-02154,30/12/2023,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-PIW-106,TUA-007/08/23,15/9/2023,TuA,,,PNEUMATIC IMPACT WRENCH,,,,,Non-Expiring,319,Chargeable,Non-Expiring,Rigging Equipment
EOG-02155,30/6/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-PIW-107,TUA 001/02/24,18/2/2024,TuA,,,PNEUMATIC IMPACT WRENCH,,,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment
EOG-02157,30/6/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-PIW-109,TUA 001/02/24,18/2/2024,TuA,,,PNEUMATIC IMPACT WRENCH,,,,,Non-Expiring,163,Chargeable,Non-Expiring,Rigging Equipment
EOG-02158,30/9/2023,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-49,PAA-001/08/23,15/9/2023,PaA,,,PNEUMATIC NEEDLE SCALER,,,,,Non-Expiring,319,Chargeable,Non-Expiring,
EOG-02159,30/9/2023,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-50,PAA-001/08/23,15/9/2023,PaA,,,PNEUMATIC NEEDLE SCALER,,,,,Non-Expiring,319,Chargeable,Non-Expiring,
EOG-01341,17/4/2025,N01.017 - Oxygen Gas C/W Cylinder,4224,TUA 002/04/24,7/5/2024,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment
EOG-01344,27/12/2024,N01.017 - Oxygen Gas C/W Cylinder,4491,GUA 03/12/23,12/2/2024,GuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,169,Non-Chargeable,Expiring,Pressure Equipment
EOG-01346,17/4/2025,N01.017 - Oxygen Gas C/W Cylinder,4553,TUA 002/04/24,7/5/2024,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment
EOG-01349,17/4/2025,N01.017 - Oxygen Gas C/W Cylinder,4462,TUA 002/04/24,7/5/2024,TuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,84,Non-Chargeable,Expiring,Pressure Equipment
EOG-01350,27/12/2024,N01.017 - Oxygen Gas C/W Cylinder,4104,GUA 03/12/23,12/2/2024,GuA,,,OXYGEN GAS CYLINDER,N/A,N/A,,,Valid,169,Non-Chargeable,Expiring,Pressure Equipment
EOG-02252,19/1/2024,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23/7/2023,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02253,19/1/2024,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23/7/2023,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02254,19/1/2024,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23/7/2023,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02255,19/1/2024,B06.001 - Explosion Proof Floodlights Set,,TUB-001/06/23,23/7/2023,TuB,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02256,19/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-99,TUB-001/06/23,23/7/2023,TuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment
EOG-02257,30/6/2024,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-91,GUA 04/12/23,12/2/2024,GuA,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,169,Chargeable,Non-Expiring,Rigging Equipment
EOG-02258,19/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-92,TUB-001/06/23,23/7/2023,TuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment
EOG-02259,19/1/2024,B05.030 - Pneumatic Impact Wrench,EOG-2022-11-PIW-17/19,TUB-001/06/23,23/7/2023,TuB,,,"PNEUMATIC IMPACT WRENCH - 1"" DRIVE","1"" DRIVE",,,,Non-Expiring,373,Chargeable,Non-Expiring,Rigging Equipment
EOG-02260,19/1/2024,B01.026 - Pneumatic Jig Saw,,TUA-002/06/23,23/7/2023,TuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02261,19/1/2024,B01.026 - Pneumatic Jig Saw,,TUA-002/06/23,23/7/2023,TuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02262,19/1/2024,B01.026 - Pneumatic Jig Saw,,TUA-002/06/23,23/7/2023,TuA,,,PNEUMATIC JIG SAW,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02263,19/1/2024,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-43,TUA-002/06/23,23/7/2023,TuA,,,PNEUMATIC DESCALING GUN,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02264,19/1/2024,B04.017 - Pneumatic Descaling Gun,EOG-2023-11-NS-44,TUA-002/06/23,23/7/2023,TuA,,,PNEUMATIC DESCALING GUN,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
EOG-02265,19/1/2024,B06.001 - Explosion Proof Floodlights Set,,TUA-002/06/23,23/7/2023,TuA,,,EXPLOSION PROOF FLOODLIGHTS SET,,,,,Non-Expiring,373,Chargeable,Non-Expiring,
